edible-poisonous,gill-spacing,stalk-shape,bruised
edible,close,tapering,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,enlarging,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,enlarging,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,enlarging,true
edible,crowded,tapering,false
poisonous,close,enlarging,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,enlarging,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
poisonous,close,enlarging,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,crowded,tapering,false
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,crowded,tapering,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
